directory,subdirectory,filename,speaker_id,session_id,utterance_id,transcription,recording_corrupt,comment_transcriptionist,length_sec,recording_id,recording_startpos_sec
ch03,ch03_01,ch03_01_532,unknown,3,532,"呃301明白",0,,,,
ch03,ch03_01,ch03_01_533,unknown,3,533,"301一转弯",0,,,,
ch03,ch03_01,ch03_01_534,unknown,3,534,"301二转弯",0,,,,
ch03,ch03_01,ch03_01_535,unknown,3,535,"301近台侧方",0,,,,
ch03,ch03_01,ch03_01_536,unknown,3,536,"301三转弯",0,,,,
ch03,ch03_01,ch03_01_537,unknown,3,537,"301可以三转弯301明白301五边向台",0,,,,
ch03,ch03_01,ch03_01_538,unknown,3,538,"301过台02左左着陆",0,,,,
ch03,ch03_01,ch03_01_539,unknown,3,539,"三洞幺过台02左着陆",0,,,,
ch03,ch03_01,ch03_01_540,unknown,3,540,"301可以着陆",0,,,,
ch03,ch03_01,ch03_01_541,unknown,3,541,"301明白",0,,,,
ch03,ch03_01,ch03_01_542,unknown,3,542,"301三号脱离",0,,,,
ch03,ch03_01,ch03_01_543,unknown,3,543,"呃3号道脱301三号道脱离301滑行注意观察301明白",0,,,,
ch03,ch03_01,ch03_01_544,unknown,3,544,"301到位关车",0,,,,
ch03,ch03_01,ch03_01_545,unknown,3,545,"301可以关车再见再见",0,,,,
ch03,ch03_01,ch03_01_546,unknown,3,546,"1号301检查好开车",0,,,,
ch03,ch03_01,ch03_01_547,unknown,3,547,"301可以开车",0,,,,
ch03,ch03_01,ch03_01_548,unknown,3,548,"应答机3107场压317",0,,,,
ch03,ch03_01,ch03_01_549,unknown,3,549,"应答机3107场压317301",0,,,,
ch03,ch03_01,ch03_01_550,unknown,3,550,"301检查好滑出",0,,,,
ch03,ch03_01,ch03_01_551,unknown,3,551,"301可以滑出滑行注意观察301明白30103号进跑道",0,,,,
ch03,ch03_01,ch03_01_552,unknown,3,552,"301可以进跑道进跑道301301悬停检查",0,,,,
ch03,ch03_01,ch03_01_553,unknown,3,553,"301打开地平仪接通自驾可以悬停检查301明白",0,,,,
ch03,ch03_01,ch03_01_554,unknown,3,554,"301检查好起飞",0,,,,
ch03,ch03_01,ch03_01_555,unknown,3,555,"301可以起飞301明白",0,,,,
ch03,ch03_01,ch03_01_556,unknown,3,556,"301左转上900",0,,,,
ch03,ch03_01,ch03_01_557,unknown,3,557,"301可以上900301明白301出航p2呃0509分",0,,,,
ch03,ch03_01,ch03_01_558,unknown,3,558,"p20509分收到",0,,,,
ch03,ch03_01,ch03_01_559,unknown,3,559,"301p205请示上",0,,,,
ch03,ch03_01,ch03_01_560,unknown,3,560,"标准气压高2,700",0,,,,
ch03,ch03_01,ch03_01_561,unknown,3,561,"P20628分",0,,,,
ch03,ch03_01,ch03_01_562,unknown,3,562,"301可以上2,700",0,,,,
ch03,ch03_01,ch03_01_563,unknown,3,563,"P20628分收到",0,,,,
ch03,ch03_01,ch03_01_564,unknown,3,564,"301明白",0,,,,
ch03,ch03_01,ch03_01_565,unknown,3,565,"3栋1P206P20740分",0,,,,
ch03,ch03_01,ch03_01_566,unknown,3,566,"3栋1P20740分收到",0,,,,
ch03,ch03_01,ch03_01_567,unknown,3,567,"呃301P206P20740分",0,,,,
ch03,ch03_01,ch03_01_568,unknown,3,568,"301P207下标高1,800",0,,,,
ch03,ch03_01,ch03_01_569,unknown,3,569,"P20853分",0,,,,
ch03,ch03_01,ch03_01_570,unknown,3,570,"301可以下1,800P20853分收到",0,,,,
ch03,ch03_01,ch03_01_571,unknown,3,571,"301明白3栋1P208下场高900",0,,,,
ch03,ch03_01,ch03_01_572,unknown,3,572,"到场",0,,,,
ch03,ch03_01,ch03_01_573,unknown,3,573,"03分",0,,,,
ch03,ch03_01,ch03_01_574,unknown,3,574,"301可以下900到场03分收到301明白山洞1左转下500301可以左转下500301明白301进方进台侧方",0,,,,
ch03,ch03_01,ch03_01_575,unknown,3,575,"收到3013转弯301",0,,,,
ch03,ch03_01,ch03_01_576,unknown,3,576,"301可以三转弯301明白301五边向台",0,,,,
ch03,ch03_01,ch03_01_577,unknown,3,577,"301过台02左着陆",0,,,,
ch03,ch03_01,ch03_01_578,unknown,3,578,"301可以着陆",0,,,,
ch03,ch03_01,ch03_01_579,unknown,3,579,"301明白301三号道脱离",0,,,,
ch03,ch03_01,ch03_01_580,unknown,3,580,"301滑行注意观察",0,,,,
ch03,ch03_01,ch03_01_581,unknown,3,581,"301明白",0,,,,
ch03,ch03_01,ch03_01_582,unknown,3,582,"301到位关车再见再见",0,,,,
ch03,ch03_01,ch03_01_583,unknown,3,583,"301天气怎么样天气良好",0,,,,
ch03,ch03_01,ch03_01_584,unknown,3,584,"能见度几公里",0,,,,
ch03,ch03_01,ch03_01_585,unknown,3,585,"高度500能见度大于6千米",0,,,,
ch03,ch03_01,ch03_01_586,unknown,3,586,"云量有几个5-6个云量",0,,,,
ch03,ch03_01,ch03_01_587,unknown,3,587,"云低高多少",0,,,,
ch03,ch03_01,ch03_01_588,unknown,3,588,"云低高3,000",0,,,,
ch03,ch03_01,ch03_01_589,unknown,3,589,"301训练空域天气怎么样",0,,,,
ch03,ch03_01,ch03_01_590,unknown,3,590,"能见度很差观察地标困难",0,,,,
ch03,ch03_01,ch03_01_591,unknown,3,591,"301航线天气怎么样",0,,,,
ch03,ch03_01,ch03_01_592,unknown,3,592,"航线第一边有降雨",0,,,,
ch03,ch03_01,ch03_01_593,unknown,3,593,"飞机结冰",0,,,,
ch03,ch03_01,ch03_01_594,unknown,3,594,"云中有颠簸",0,,,,
ch03,ch03_01,ch03_01_595,unknown,3,595,"301起落架放好",0,,,,
ch03,ch03_01,ch03_01_596,unknown,3,596,"301可以着陆左侧风四五度6-8米",0,,,,
ch03,ch03_01,ch03_01_597,unknown,3,597,"顺风2-3米每秒3011号航线天气怎么样",0,,,,
ch03,ch03_01,ch03_01_598,unknown,3,598,"1号稍等301在云中301报告航线天气",0,,,,
ch03,ch03_01,ch03_01_599,unknown,3,599,"云量少云",0,,,,
ch03,ch03_01,ch03_01_600,unknown,3,600,"云顶3,600",0,,,,
ch03,ch03_01,ch03_01_601,unknown,3,601,"啊301报告航线天气",0,,,,
ch03,ch03_01,ch03_01_602,unknown,3,602,"云量少云",0,,,,
ch03,ch03_01,ch03_01_603,unknown,3,603,"云底1,800云顶3,600能见度大于10公里",0,,,,
ch03,ch03_01,ch03_01_604,unknown,3,604,"云正在消散",0,,,,
ch03,ch03_01,ch03_01_605,unknown,3,605,"无重大变化完毕",0,,,,
ch03,ch03_01,ch03_01_606,unknown,3,606,"收到301报告起落天气",0,,,,
ch03,ch03_01,ch03_01_607,unknown,3,607,"301航线上严重颠簸",0,,,,
ch03,ch03_01,ch03_01_608,unknown,3,608,"301航线上严重积冰",0,,,,
ch03,ch03_01,ch03_01_609,unknown,3,609,"建议飞本场空域",0,,,,
ch03,ch03_01,ch03_01_610,unknown,3,610,"建议飞备份计划",0,,,,
ch03,ch03_01,ch03_01_611,unknown,3,611,"好天气",0,,,,
ch03,ch03_01,ch03_01_612,unknown,3,612,"云高和能见度无限",0,,,,
ch03,ch03_01,ch03_01_613,unknown,3,613,"好天气",0,,,,
ch03,ch03_01,ch03_01_614,unknown,3,614,"呃碧空",0,,,,
ch03,ch03_01,ch03_01_615,unknown,3,615,"天气不晴朗",0,,,,
ch03,ch03_01,ch03_01_616,unknown,3,616,"请求天气情况",0,,,,
ch03,ch03_01,ch03_01_617,unknown,3,617,"请求航路预报",0,,,,
ch03,ch03_01,ch03_01_618,unknown,3,618,"下两个小时不会转好",0,,,,
ch03,ch03_01,ch03_01_619,unknown,3,619,"天气情况逐渐转好",0,,,,
ch03,ch03_01,ch03_01_620,unknown,3,620,"4018跑道02右地面风30度",0,,,,
ch03,ch03_01,ch03_01_621,unknown,3,621,"2-6米每秒能见度6公里场压710",0,,,,
ch03,ch03_01,ch03_01_622,unknown,3,622,"4018高度12通场",0,,,,
ch03,ch03_01,ch03_01_623,unknown,3,623,"近台上空加入右起落4018长五边着落",0,,,,
ch03,ch03_01,ch03_01_624,unknown,3,624,"4018起飞15分计计划航线",0,,,,
ch03,ch03_01,ch03_01_625,unknown,3,625,"直线爬升场高900",0,,,,
ch03,ch03_01,ch03_01_626,unknown,3,626,"左转浦江上标高45",0,,,,
ch03,ch03_01,ch03_01_627,unknown,3,627,"联系成都近进频率119.25",0,,,,
ch03,ch03_01,ch03_01_628,unknown,3,628,"加速滑行",0,,,,
ch03,ch03_01,ch03_01_629,unknown,3,629,"抬前轮",0,,,,
ch03,ch03_01,ch03_01_630,unknown,3,630,"两点姿势大",0,,,,
ch03,ch03_01,ch03_01_631,unknown,3,631,"保持方向不要偏左",0,,,,
ch03,ch03_01,ch03_01_632,unknown,3,632,"带杆带杆上升高度",0,,,,
ch03,ch03_01,ch03_01_633,unknown,3,633,"稳杆增速",0,,,,
ch03,ch03_01,ch03_01_634,unknown,3,634,"下滑线太高",0,,,,
ch03,ch03_01,ch03_01_635,unknown,3,635,"下滑点靠前",0,,,,
ch03,ch03_01,ch03_01_636,unknown,3,636,"检查下滑速度",0,,,,
ch03,ch03_01,ch03_01_637,unknown,3,637,"拉开始动作柔和",0,,,,
ch03,ch03_01,ch03_01_638,unknown,3,638,"看地面",0,,,,
ch03,ch03_01,ch03_01_639,unknown,3,639,"注意状态",0,,,,
ch03,ch03_01,ch03_01_640,unknown,3,640,"加油门",0,,,,
ch03,ch03_01,ch03_01_641,unknown,3,641,"收油门收光油门",0,,,,
ch03,ch03_01,ch03_01_642,unknown,3,642,"稳杆",0,,,,
ch03,ch03_01,ch03_01_643,unknown,3,643,"松杆",0,,,,
ch03,ch03_01,ch03_01_644,unknown,3,644,"带杆",0,,,,
ch03,ch03_01,ch03_01_645,unknown,3,645,"迎杆",0,,,,
ch03,ch03_01,ch03_01_646,unknown,3,646,"顶杆",0,,,,
ch03,ch03_01,ch03_01_647,unknown,3,647,"放平舵上左舵",0,,,,
ch03,ch03_01,ch03_01_648,unknown,3,648,"停止起飞",0,,,,
ch03,ch03_01,ch03_01_649,unknown,3,649,"中断起飞注意障碍物",0,,,,
ch03,ch03_01,ch03_01_650,unknown,3,650,"安检",0,,,,
ch03,ch03_01,ch03_01_651,unknown,3,651,"换人",0,,,,
ch03,ch03_01,ch03_01_652,unknown,3,652,"关车报告",0,,,,
ch03,ch03_01,ch03_01_653,unknown,3,653,"如收到的话",0,,,,
ch03,ch03_01,ch03_01_654,unknown,3,654,"摇动机翼",0,,,,
ch03,ch03_01,ch03_01_655,unknown,3,655,"如收到的话",0,,,,
ch03,ch03_01,ch03_01_656,unknown,3,656,"闪亮着陆灯请求紧急下降优先着陆",0,,,,
ch03,ch03_01,ch03_01_657,unknown,3,657,"立即跳伞",0,,,,
ch03,ch03_01,ch03_01_658,unknown,3,658,"立即着陆",0,,,,
ch03,ch03_01,ch03_01_659,unknown,3,659,"耗去必要油量立即着陆",0,,,,
ch03,ch03_01,ch03_01_660,unknown,3,660,"中断起飞",0,,,,
ch03,ch03_01,ch03_01_661,unknown,3,661,"发动机故障发动机停车",0,,,,
ch03,ch03_01,ch03_01_662,unknown,3,662,"试试空中开车",0,,,,
ch03,ch03_01,ch03_01_663,unknown,3,663,"到高度2,000",0,,,,
ch03,ch03_01,ch03_01_664,unknown,3,664,"到高度2,000还未开成就跳伞",0,,,,
ch03,ch03_01,ch03_01_665,unknown,3,665,"不放襟翼和起落架的下滑速度是317",0,,,,
ch03,ch03_01,ch03_01_666,unknown,3,666,"公里每小时",0,,,,
ch03,ch03_01,ch03_01_667,unknown,3,667,"抛掉座舱盖",0,,,,
ch03,ch03_01,ch03_01_668,unknown,3,668,"燃油严重泄漏",0,,,,
ch03,ch03_01,ch03_01_669,unknown,3,669,"发动机着火",0,,,,
ch03,ch03_01,ch03_01_670,unknown,3,670,"左起落架未放好",0,,,,
ch03,ch03_01,ch03_01_671,unknown,3,671,"机上着火我正在迫降",0,,,,
ch03,ch03_01,ch03_01_672,unknown,3,672,"左起落架未放好",0,,,,
ch03,ch03_01,ch03_01_673,unknown,3,673,"剩油警告灯亮",0,,,,
ch03,ch03_01,ch03_01_674,unknown,3,674,"单发飞行",0,,,,
ch03,ch03_01,ch03_01_675,unknown,3,675,"发动机拉烟",0,,,,
ch03,ch03_01,ch03_01_676,unknown,3,676,"请求投掉副油箱",0,,,,
ch03,ch03_01,ch03_01_677,unknown,3,677,"轮子放不下",0,,,,
ch03,ch03_01,ch03_01_678,unknown,3,678,"检查速度",0,,,,
ch04,ch04_01,ch04_01_001,unknown,4,1,"好的本场场压",0,,,,
ch04,ch04_01,ch04_01_002,unknown,4,2,"733.2 733.2温度5度温度5度",0,,,,
ch04,ch04_01,ch04_01_003,unknown,4,3,"呃50度风3-5米",0,,,,
ch04,ch04_01,ch04_01_004,unknown,4,4,"地面能见度大于两公里",0,,,,
ch04,ch04_01,ch04_01_005,unknown,4,5,"完毕",0,,,,
ch04,ch04_01,ch04_01_006,unknown,4,6,"733.2进跑道",0,,,,
ch04,ch04_01,ch04_01_007,unknown,4,7,"3-5米着陆方向由西向东",0,,,,
ch04,ch04_01,ch04_01_008,unknown,4,8,"好的着陆方向由西向东我落地以后不用加油你给我来个停车",0,,,,
ch04,ch04_01,ch04_01_009,unknown,4,9,"啊下站联系1900",0,,,,
ch04,ch04_01,ch04_01_010,unknown,4,10,"好的一会见",0,,,,
ch04,ch04_01,ch04_01_011,unknown,4,11,"一会见",0,,,,
ch06,ch06_01,ch06_01_001,unknown,6,1,"17进跑道",0,,,,
ch06,ch06_01,ch06_01_002,unknown,6,2,"可以进跑道",0,,,,
ch06,ch06_01,ch06_01_003,unknown,6,3,"起飞方向由西向东",0,,,,
ch07,ch07_01,ch07_01_001,unknown,7,1,"17",0,,,,
ch07,ch07_01,ch07_01_002,unknown,7,2,"好的你现在可以继续下到我场高12",0,,,,
